stop,lat,lon,routes,trips
Marathahalli,12.95609833,77.69380013,218,1725
Mariappa Circle,13.02465802,77.63141894,4,5
Mariyamma Layout,13.02597115,77.64998585,4,45
Maruthinagara Malleshpalya,12.97330650,77.67515570,0,0
Medahalli,13.02592117,77.72038924,141,1121
Mini Tajmahal,13.00646031,77.67063886,1,24
MR Nursing College,13.05838304,77.64868766,53,369
Muneshwara Nagara,13.01784661,77.67118066,14,193
Murugeshpalya,12.95920774,77.65622463,240,1938
Nagaresh Nagenahalli K Narayanapura,13.07028689,77.64258832,5,55
Nagenahalli Byrathi Bande,13.08145663,77.65337787,8,96
New Baldwin Residential School,13.01443673,77.65813500,12,260
NRI Layout,13.02988045,77.67732561,0,0
Om Shakthi Temple Horamavu,13.03960640,77.66809881,2,31
Parvathinagara,13.03257460,77.71483898,0,0
Pooja Garden K Channasandra,13.03888895,77.67756449,1,1
Poornaprajna School Byrathi,13.07532678,77.65159125,20,117
Raghavendra Circle TC Palya,13.01993722,77.67445027,1,1
Ramamurthynagara Alada Mara,13.01146359,77.67680577,42,423
Ramamurthynagara Church,13.01171853,77.67901191,1,1
Ramamurthynagara Manipal,13.01166592,77.67058601,42,414
Ramamurthynagara Police Station,13.01202942,77.66792901,5,11
Rameshnagara,12.96323620,77.68225551,8,155
RK Apartment,13.01459306,77.66526371,14,193
RK Medical Horamavu,13.02255263,77.65781391,17,135
Royal Concorde International School Kalyananagara,13.02499382,77.64279082,0,0
Seegehalli Junction,13.01425594,77.71697402,2,64
Shanthi Layout Kaudenahalli,13.01556260,77.68315405,5,83
Shilpa Bakery Horamavu,13.03774330,77.65061080,1,16
Shirdi Sai Nagara,13.06679999,77.63797162,2,13
Sinclars High School,13.03165477,77.64361292,0,0
Singaiahnapalya Phoenix Mall,12.99620607,77.69374524,185,1413
SJES College,13.02326745,77.71546075,129,1054
Sridevi Sagara Horamavu Junction,13.01939367,77.65434243,2,3
Sri Raja Rajeshwari Colony,12.98820832,77.67871902,3,6
State Bank of India Bhattarahalli,13.01582131,77.70881474,2,3
St Vincent Palloti School,13.03195659,77.65092898,9,15
Sun Shine School,13.03098057,77.66836703,8,65
TC Palya,13.01676974,77.70417849,13,112
Thippasandra Ganesh Temple,12.97204210,77.65411645,36,506
Tin Factory,12.99646295,77.66866723,661,4758
Udayanagara A Narayanapura,12.99365041,77.67602473,0,0
Vaddarapalya Hennur,13.03854812,77.64657944,2,17
Venugopala Temple Devasandra,13.00531439,77.70230742,15,224
Vibgyor High School,13.02414060,77.66897321,0,0
Vibhuthipura Samudaya Bhavan,12.96468688,77.67747313,7,149
Vignannagara,12.97209438,77.68026263,2,3
Vijaya Bank Colony Banasawadi,13.01700252,77.66008168,100,739
Vijinapura Mini Tajmahal,13.00612118,77.67665916,0,0
Visthar Dodda Gubbi,13.06935696,77.65926935,1,15
Yamalur,12.94845117,77.68072329,7,28
Yamalur Cross,12.95508381,77.68799211,230,1802
Yarayyanapalya,13.01153436,77.67336401,58,530
Abbigere,13.07699663,77.52568625,12,120
Adithyanagara MS Palya,13.08597318,77.55071461,2,2
Aerospace Bagalur,13.17295587,77.73076862,1,2
Agrahara Layout Kogilu,13.09848700,77.62732789,3,13
Airport Trumpet,13.19918532,77.65806901,30,132
Akkayammana Betta,13.16161725,77.64223092,4,12
Allalasandra Yelahanka,13.08737154,77.59556718,5,31
Amarajyothi Badavane Thanisandra,13.05530183,77.62916788,1,1
Amrutahalli SBI Bank,13.06598958,77.59827554,11,97
Amruthahalli Jakkur,13.06578074,77.60080435,20,170
Amruthanagara Hebbala,13.05505786,77.59974155,0,0
Are Bannimangala,13.15393857,77.71701157,7,48
Ashwath Nagara Cross,13.05066517,77.63041740,62,541
Ashwathnagara Thanisandra,13.05279671,77.63124794,58,443
Atturu Layout Yelahanka,13.09790705,77.56750390,39,260
Ayyappa Temple Jakkur Layout,13.07160043,77.59991638,2,15
Bagalur,13.13454710,77.66799766,62,404
Bagalur Colony,13.14147354,77.67117856,34,208
Bagalur Cross DVH Road,13.12186064,77.61135255,28,265
Bagalur Santhe,13.13342221,77.66669001,44,357
Bande Kodigehalli,13.17247410,77.69087490,13,81
Basavanna Temple Hoovinayakanahalli,13.16789320,77.68854998,22,132
Bayalahalli Gate,13.16995643,77.68998698,6,33
BDS Nagara,13.06624040,77.64324948,5,28
Begur Bagaluru Road,13.18359284,77.68110752,9,44
BEL Circle,13.04508407,77.55670088,398,3010
BEL Factory,13.04894003,77.56032765,76,152
BEL Hospital,13.05041627,77.55761601,72,688
Bellahalli,13.09922881,77.64223097,23,170
Bellahalli Cross,13.10206992,77.63345405,44,235
BEL Market,13.05180862,77.55187072,134,1017
Best County MS Palya,13.08934858,77.54470378,2,8
Bettahalasuru Cross,13.15675813,77.62261223,118,769
Bettahalasuru Village,13.15924366,77.61141437,14,92
Bettahalli Layout Yelahanka,13.09247554,77.55948592,40,261
Bhadrappa Layout,13.04733959,77.57577583,194,1389
Bharathinagara Hunasamaranahalli,13.13751443,77.61743255,94,524
Bhoopasandra,13.04239406,77.58077945,31,274
Bhovipalya Chikkajala,13.20209474,77.62376189,3,10
Billamaranahalli,13.15369634,77.63986252,3,12
BM English School Kannuru,13.10691453,77.66969740,4,15
Byalahalli,13.16530319,77.67889752,9,69
Byatarayanapura,13.06696042,77.59337292,284,2364
Bynahalli,13.17939742,77.61996086,2,3
Canara Bank Vidyaranyapura,13.07161154,77.55609513,70,711
Cauvery School Sahakaranagara,13.06107947,77.58779347,1,1
Chakkalatti,13.12239569,77.66832006,40,259
Chamundeshwari Layout Vidyaranyapura,13.06468976,77.55958892,41,412
Chikka Bettahalli,13.08942723,77.55613517,90,772
Chikkajala,13.17280999,77.63318024,90,616
Chikkanahalli,13.18394344,77.68816576,57,313
Chokkanahalli Bagaluru,13.11357054,77.68745213,8,47
Chokkanahalli Gate Tirumenahalli Cross,13.08451536,77.63479650,16,137
Chokkanahalli Thirumenahalli,13.08469824,77.62687862,2,13
Cholanayakanahalli Hebbala,13.03676613,77.59746788,1,3
CQAL Layout Shankaranagara,13.05957515,77.58076742,1,3
Dasanayakanahalli Bagaluru,13.11829098,77.68840313,2,20
Dasarahalli Hebbala,13.05617910,77.61164904,15,92
Devinagara Bhadrappa Layout,13.04682614,77.56913065,75,636
Dodda Bommasandra,13.06014033,77.55886558,71,682
Doddajala,13.17734862,77.65338421,11,58
Dr Shivaramkaranth Residents,13.06903808,77.62552215,6,45
Dwarakanagara Kogilu,13.12135386,77.61815802,28,265
Embassy School,13.17384298,77.59540826,7,49
Esteem Mall Hebbala,13.05024582,77.59316134,52,225
Fathima Church Gangamma Circle,13.05467646,77.54082195,63,655
Gadigenahalli,13.18823345,77.61751609,1,1
Gangamma Circle,13.05835169,77.54601337,170,1205
Gantaganahalli,13.14409372,77.58949600,3,20
Gantaganahalli Junction,13.14336496,77.58862227,1,7
GGMC,13.05678005,77.54661888,4,7
GKVK Gate Yelahanka,13.07270203,77.59290979,49,170
GKVK Layout,13.08222152,77.60335162,2,2
Glass Factory Nagavara,13.03390667,77.62250667,48,490
Gokula Mattikere,13.04122662,77.55727222,64,529
Gollahalli Cross,13.15038515,77.72836268,18,126
Gopalapura,13.13290919,77.68848606,72,741
Govt School Jakkuru,13.07762853,77.60611296,11,98
Gundur Marasandra,13.08670469,77.71500796,7,43
Gurukula School Tharahunase,13.17174906,77.59889973,7,49
Hazrath Tippunagara,13.09720952,77.63587207,2,0
HBL,13.03841028,77.58940614,7,16
Hebbala,13.03890176,77.58952077,322,2932
Hebbala Bridge,13.04271568,77.59093702,382,2488
Hebbala Coffee Board Layout,13.04843473,77.60914078,2,6
HMT House Gangamma Circle,13.05346155,77.55054803,81,726
HMT Post Office,13.05062733,77.54143149,21,247
HMT Watch Factory,13.05059084,77.53509012,15,112
Hoovinayakanahalli,13.15608573,77.68106180,4,39
Hosahalli Kodagalahatti,13.14327168,77.64280340,4,34
Hosahalli Manchapanahalli,13.13577392,77.71777614,5,53
Hosuru Bande,13.10621691,77.66088732,48,272
Hunasamaranahalli,13.14526659,77.61740028,129,827
Hunasuru,13.18077370,77.71478400,13,66
IAF Jalahalli East MS Palya,13.06764803,77.54451334,50,363
IAF Yelahanka,13.13107889,77.61502881,119,782
IBM Gate,13.05759282,77.62615250,6,60
IITGF,13.10249834,77.62880847,0,0
Indian Air Force,13.13089982,77.62206942,121,785
ITC Factory Devanhalli Road,13.18668747,77.64284581,38,209
IT Park Bagaluru,13.16110665,77.70834804,1,2
Ittige Factory Kogilu,13.10255814,77.62946387,32,314
Jakkur,13.07935549,77.60742389,14,115
Jakkur 18th Cross,13.06901698,77.60336932,21,183
Jakkur Aerodrum,13.07623121,77.59294404,212,1791
Jakkur Layout,13.06952219,77.60175047,19,163
Jakkur Layout  3rd Cross Shanimahathma Temple,13.07299758,77.60124274,2,30
Jakkur Layout Double Road,13.07252599,77.60395512,11,76
Jalahalli East Kendriya Vidyalaya,13.06498301,77.54405737,51,431
Jalahalli Police Station,13.04884073,77.54972622,26,279
Jally Machine MS Palya,13.08588998,77.55564058,15,152
Jayasuryanagara Kogilu,13.09997398,77.61413440,2,2
Jnana Deepika Bhargavi English School,13.08223393,77.58808784,0,0
Jn of Dasarahalli Road,13.05575516,77.59404771,4,42
Jn of Nagavara,13.04054971,77.62435466,82,606
Judical Layout Jn of 14th Cross,13.08346315,77.58470894,0,0
Judicial Layout Yelahanka,13.08868238,77.58239352,5,34
Kadayarappanahalli,13.18408075,77.70495906,11,62
Kadiganahalli Gate Devanahalli Road,13.16834281,77.63114364,56,282
Kammagondanahalli,13.05489855,77.53475548,23,187
Kammagondanahalli Post Office,13.05692506,77.53262915,21,230
Kammagondanahalli Rama Temple,13.06365766,77.53057927,24,268
Kanakanagara,13.03951364,77.60727435,0,0
Kanshiramnagara,13.09064177,77.53892094,2,8
Kattigehalli Cross,13.12186527,77.62557987,9,40
Kempapura Hebbala,13.05078685,77.60067257,0,0
Kempapura Hebbala Ring Road,13.04361478,77.60017120,100,648
KIADB Circle Bagalur,13.17475009,77.71702498,2,4
K Narayanapura,13.06630811,77.64068328,18,155
K Narayanapura Cross RK Hegadenagara,13.06769767,77.63338834,3,42
Kodagalahatti,13.14311920,77.62906961,4,34
Kodigehalli Ashrama,13.05731634,77.57679909,1,17
Kodigehalli Canara Bank Colony,13.07129540,77.57707000,1,1
Kodigehalli Gate Byatarayanapura,13.05731658,77.59369795,54,220
Kodigehalli Railway Gate,13.06169234,77.57429091,3,5
Kodigehalli Sahakaranagara,13.05981880,77.57702976,9,56
Kogilu,13.10364125,77.61598669,50,350
Kogilu Agrahara Layout,13.10265313,77.62768731,1,0
Kogilu Layout,13.10478286,77.62977540,0,0
Koli Farm Thanisandra Main Road,13.07382449,77.63369412,16,137
Kolipura Meesaganahalli,13.16927087,77.65721441,3,7
Kuduregere Bettahalasuru,13.18581946,77.61056979,5,16
Kuduregere Cross Tarahunise,13.16721705,77.60574952,4,14
Kundalahalli Gate Devanahalli,13.15556182,77.72987008,6,63
Kuvempu Circle New BEL Road,13.04331876,77.56134422,5,11
Kuvempunagara,13.07306159,77.54141808,16,97
Lakshmi Venkateshwara Temple,13.07427689,77.55735836,58,664
Lottegollahalli,13.04971346,77.56757766,10,64
Lumbini garden,13.04323288,77.60934912,12,72
Mahadeva Kodigehalli,13.14396574,77.70279922,6,34
Manchappanahalli,13.13519564,77.72578309,5,53
Manyata Embassy Business Park,13.04117410,77.62122939,359,2118
Maralakunte,13.13229942,77.70569354,11,83
Maranayakanahalli,13.16800420,77.64827996,2,12
Marasandra,13.09927073,77.71535397,16,91
Marenahalli Gate,13.13315849,77.67029607,9,48
Marenahalli Near Chokkanahalli,13.11965717,77.67853126,11,79
Marenahalli Vijaya School,13.13039568,77.67246813,0,0
Marenhalli Bande,13.11025567,77.68077493,1,12
Mariyannapalya Hebbala,13.04907430,77.61190878,3,6
Maruthi Badavane Military Dairy Farm,13.05549220,77.60772956,7,57
Maruthinagara Kogilu,13.10445265,77.60633466,33,316
Maruthinagara Sahakaranagara,13.05887866,77.58107552,4,11
Meenakunte Doddajala,13.18058501,77.64207937,1,12
Meenakunte Hosuru,13.18442586,77.64158249,22,102
Meesagaanahalli,13.16613880,77.66895644,7,35
MES Road,13.04388333,77.55436167,65,561
Mestripalya,13.06059126,77.61952606,7,40
Mittaganahalli,13.10718753,77.66343579,2,22
MS Palya Yelahanka,13.08182206,77.54849306,36,259
Muthugadahalli Begur,13.18249862,77.67302871,9,44
Muthyalanagara Ring Road,13.04371147,77.55323321,39,241
Mylanahalli Beguru,13.18545224,77.69681990,16,110
Mylanahalli Junction,13.18402766,77.69594617,3,10
Nagadasanahalli,13.15987128,77.57783443,2,13
Nagaland Circle,13.05586167,77.55720955,83,716
Nagaresh Nagenahalli K Narayanapura,13.07028689,77.64258832,5,55
Nagavara,13.03798852,77.62334539,117,1012
Nanjappa Circle Vidyaranyapura,13.06842559,77.56033636,5,46
Narayanapura Bettahalasuru,13.16258923,77.60143968,4,26
Navarathna Agrahara,13.20006542,77.63565252,5,82
Navayuga Toll,13.19366526,77.64937431,31,136
Navodaya School Bagalur,13.14891011,77.67461048,27,173
Noor Nagara,13.08029864,77.63410986,42,218
Palanahalli Gate,13.11708153,77.60806561,156,935
Palekamma Nagara,13.16675385,77.63454437,0,0
Patalamma Temple Sadenahalli,13.18335933,77.57038582,24,33
Patelappa Layout Nagashettyhalli,13.04625549,77.57260520,3,20
Patel Pillegowda Layout,13.06541934,77.55263776,1,17
Petrol Bunk Nagavara Junction,13.04183533,77.62494743,53,269
Rachenahalli,13.05805801,77.62357699,9,50
Ramachandrapura,13.06205798,77.55113773,8,116
Razakpalya,13.14594362,77.65823230,11,57
Reva College,13.12224845,77.63042316,3,15
RK HegdeNagara,13.07140669,77.63356145,42,298
RMV 2nd Stage Bhoopasandra,13.04250111,77.58008175,8,120
RMV Extension,13.04631662,77.57803559,1,1
Royal Enclave,13.06571378,77.61693089,7,56
Sadahalli Gate,13.19074621,77.64577860,73,522
Sahakaranagara,13.06412401,77.58343089,7,17
Sambhram College MS Palya,13.08827709,77.54665024,2,8
Sampigehalli Agrahara Layout,13.08186620,77.61792004,0,0
Sanjeevininagara Kodigehalli,13.05767317,77.59133751,4,13
Sapthagiri Layout,13.10459616,77.61049737,53,356
Saraipalya,13.04749768,77.62854427,3,9
Sarayipalya,13.04742975,77.62864284,25,118
Sathanur,13.12790005,77.64649280,37,301
Shell Company Huvinayakanahalli,13.15426636,77.70052403,1,2
Shettygere Doddajala,13.17909316,77.66659141,7,33
Shirdi Sai Nagara,13.06679999,77.63797162,2,13
Shivaram Karanth Nagara,13.06833257,77.62914777,8,48
Sindhi High School Kuvempu Road,13.04999696,77.59837277,4,20
Singahalli,13.16150624,77.72393704,7,40
Singapura MS Palya,13.07500804,77.53983021,10,67
SMVIT College,13.14945307,77.60860878,2,16
SMVIT Cross,13.15207031,77.62013141,98,547
Sonnappanahalli Hosuru Bande,13.10752013,77.66578470,3,9
Sonnappanahalli Yelahanka,13.15609349,77.61720145,12,76
Sri Bhuvaneshwarinagara Hebbala,13.05518640,77.60245231,7,57
Srinivasapura Cross,13.12602995,77.64510723,63,427
Srinivasapura Kogilu,13.10348190,77.62346149,31,314
Sri Rakum School Bettenahalli,13.19485137,77.58925866,0,0
Sri Ramapura,13.06659248,77.60975473,12,79
Sri Venkateshwaranagara Tejpunja Road,13.07482723,77.61891381,5,18
SRS Mathikere,13.06145312,77.53105469,24,268
State Bank BEL Circle,13.04980974,77.55352233,103,1070
Sterling Apartment,13.05782651,77.58845464,11,118
STF BSF,13.12820936,77.63200700,0,0
Suggatta,13.14464409,77.60331542,2,16
T Agrahara Tharahunase,13.18134954,77.57890575,0,0
Tatanagara,13.05338657,77.57521525,2,20
Tavakkal Hospital,13.10573967,77.66466549,31,164
Telecom Layout Sriramapura,13.06802493,77.61668068,7,51
Telecom Layout Thanisandra,13.05151572,77.63151281,0,0
Tennis Court Thindlu,13.06835361,77.56952278,15,174
Thabarahalli,13.18859703,77.64422122,54,284
Thalakaveri New Layout GKVK,13.06981138,77.59653747,1,1
Thanisandra,13.05609680,77.63279825,94,681
Thanisandra Book Factory,13.06154196,77.63321400,43,299
Tharabanahalli Meenakunte,13.19116409,77.62523623,1,1
Tharahunase,13.17688729,77.59025641,11,73
Thimmasandra Adiganahalli,13.17199547,77.58125964,3,21
Thindlu Kodigehalli,13.07331319,77.56675205,9,56
Thindlu Lokeshore Garden,13.06989302,77.56479956,5,46
Thirumala Dhaba Attur Layout,13.09773354,77.56316898,39,260
Thirumenahalli Cross,13.08870589,77.63544023,41,206
Trumpet,13.19409875,77.64996171,22,240
Uttanahalli,13.16555182,77.65147180,17,89
Veeranapalya Ring Road,13.04206009,77.61348809,103,680
Veerannapalya Hebbala,13.04215772,77.61355274,77,602
Venkateshwara College,13.16037013,77.63640784,15,81
Venkateshwara Nagara Cross Jn Of Sriramapura,13.07169582,77.61898790,1,7
Vidhyasagara Thanisandra,13.04555885,77.62735605,61,452
Vidyanagara Akkayammana Betta,13.15958203,77.64073290,4,20
Vidyanagara Cross,13.16121606,77.62647661,7,40
Vidyanagara Razak Palya Rd,13.16001363,77.64073491,1,5
Vidyaniketan School Hebbala,13.04756037,77.59640403,40,73
Vidyaranyapura,13.08364081,77.56078966,48,372
Vidyaranyapura 1st Block,13.07009147,77.55539641,40,419
Vidyaranyapura 3rd Block,13.07235877,77.55643845,33,404
Vidyaranyapura Bus Station,13.08386613,77.56028473,50,511
Vidyaranyapura Choudeshwarinagara BS,13.06761406,77.56023243,3,9
Vidyaranyapura Durga Parameshwari Temple,13.08167356,77.55974808,43,428
Vidyaranyapura Echalamara,13.07980117,77.55929432,43,428
Vidyaranyapura Post Office,13.07637320,77.55825018,6,15
Vinayakanagara MS Palya,13.08258195,77.54329562,3,24
Virupakshapura Kodigehalli Rd,13.06374805,77.57181792,7,54
Vishwanath Nagenahalli,13.03954435,77.60499984,8,135
Vishweshwaraiah Enclave,13.06695826,77.53214031,2,14
Viva Toyota Hunasamaranahalli,13.14972694,77.61945963,1,3
VRL Gowdon Jakkur,13.08657145,77.60412813,1,11
Whispering Meadows Patelappa Layout,13.04589330,77.57293001,3,4
WIMAC Junction,13.06870945,77.52992883,21,255
Yarthiganahalli,13.19308292,77.67257542,2,10
Yediyuru Bagalur,13.13086756,77.69544343,13,90
Yelahanka Country Club,13.12356369,77.63938040,29,269
Acharya College Vidyamanyanagara,13.00234678,77.48811454,10,108
Agara Cross Kanakapura Road,12.84891614,77.52190367,1,8
Agara Devagere,12.84445595,77.48705925,9,54
Agara GR College,12.83585165,77.49324292,1,5
Agara Stone Factory,12.84426933,77.49769983,8,41
Ajjanahalli Dodda Aladamara,12.91665557,77.38639176,1,11
Allammanapalya,12.93560169,77.36610151,4,23
Amruthanagara Anjanapura,12.83938570,77.55000310,7,36
Anchepalya Mysore Road,12.89246672,77.45750617,27,103
Andrahalli,13.00799641,77.48476578,13,173
Anjananagara,12.98608870,77.48841561,193,1260
APCO Factory Sadanapalya,12.76209272,77.47036368,0,0
APS College Somanahalli Gate,12.78262357,77.49975617,48,350
Aralimaradapalya,12.92969562,77.36467659,3,8
Archakara Badavane,12.91875233,77.45227084,5,32
Avarehalli Manchanabele,12.89925661,77.33695865,1,8
Babasabarapalya,12.89768920,77.46483698,4,10
Badekatte Utthari,12.81804165,77.48976409,1,12
Balavikas School Gidadakonenahalli,12.97011573,77.49145187,1,1
Bande Inorpalya,12.93666433,77.36236185,4,23
Banjarapalya,12.83048515,77.48564668,6,65
Basammanahalli,12.87518420,77.35445805,1,0
Basappanapalya,12.84250294,77.50227766,1,7
Basava Gangotri Samsthe,12.88362782,77.45026588,3,3
Basavanagara Kengeri,12.90095146,77.46705249,220,1350
Basavanapalya Punagamaranahalli,12.93217257,77.40003884,6,68
Bayyanapalya,12.87554876,77.54363582,128,896
BCMC Layout Raghuvanahalli,12.87430564,77.54998639,4,20
Beedi Karmikara Colony,12.91886213,77.47088671,10,88
Beedi Karmikara Colony Gate,12.92230125,77.47487516,28,231
BEML Layout Mylasandra 7th Stage,12.91407266,77.50056467,0,0
Bengaluru Children Hospital,12.90990035,77.51342614,13,108
Bethimgere,12.85692589,77.36496225,1,12
Bettahalli Kaval Kagganahalli,12.73518665,77.50916719,2,11
Bettanapalya,12.91197658,77.44325794,6,39
BGS Health City Abhiman Studio,12.90705887,77.49915585,50,419
Bharathnagara 1st Phase,12.98118355,77.48508364,7,15
Bharathnagara 2nd Phase,12.97866005,77.47788593,9,78
Bhavaninagara 2nd Stage,12.96075238,77.48813198,2,2
Bheemanakuppe,12.90417774,77.43814163,2,17
BHEL Concord Layout,12.90819027,77.50934020,3,29
BHEL Layout Glass House,12.90692030,77.51213104,4,26
BHEL Layout Halage Vaderahalli,12.91582624,77.51098439,5,17
BHEL Layout Krishna Garden,12.91301384,77.50690877,2,2
BHEL Layout Maramma Temple,12.92194308,77.50880577,12,45
BHEL Layout Water Tank,12.91894644,77.50898547,14,81
Bhuvaneshwarinagara Sonnenahalli,12.94220249,77.49040651,23,233
Bhuvaneshwarinagara Thippenahalli,13.03718671,77.49130100,0,0
Bilikallu,12.97514985,77.47995860,4,23
B Krishnappa Nagara,12.99714400,77.40871578,1,2
BME-2 NICE Road Nayandahalli,12.89334248,77.51351774,4,16
Bolare Kanakapura Road,12.75418862,77.48464042,29,214
Brahma Devara Gudda,12.96334075,77.47211583,5,24
BTS Layout Basaveshwaranagara,12.97707223,77.48055541,4,23
Byadarahalli College Cross,12.98549815,77.47957102,139,943
Byadarahalli Magadi Road,12.98502683,77.48210122,147,1121
Byalalu,12.89417196,77.37797700,10,67
Byatarayana Doddy Cross Bannerughatta Road,12.80367756,77.54362130,8,45
Bychakuppe Tavarekere,12.97050935,77.38868342,0,0
